NO,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),층_2023,건축년도,도로명,도로명 주소,대지위치,동_주용도,동_세부용도,X,Y,표준신주소,최종 집값(만원)_2023,층_2019,최종 집값(만원)_2019,층_2020,최종 집값(만원)_2020,층_2021,최종 집값(만원)_2021,층_2022,최종 집값(만원)_2022,id,,
53603,당산 삼성쉐르빌,월세,23.11,"1,000",70,7,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,16600,12,18200,5,20700,18,22900,4,22300,유지,,
53607,당산 삼성쉐르빌,월세,24.12,"18,900",10,20,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,21100,7,20500,15,23900,11,20400,9,19300,유지,,
53610,당산 삼성쉐르빌,월세,24.8,"5,000",58,7,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,17900,19,19800,14,19700,11,19600,13,18800,유지,,
53619,당산 삼성쉐르빌,월세,24.91,"1,000",74,8,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,17400,19,22600,7,18800,10,22400,10,22300,유지,,
53622,당산 삼성쉐르빌,월세,25.07,"1,000",85,17,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,19900,20,19400,5,21700,15,22900,6,21300,유지,,
53626,당산 삼성쉐르빌,전세,25.09,"20,000",0,9,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,20000,20,19100,19,22800,15,18500,6,22300,유지,,
53646,당산 삼성쉐르빌,월세,25.59,"10,000",45,11,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,20000,10,20400,7,20600,17,22300,5,21300,유지,,
53650,당산 삼성쉐르빌,월세,25.92,"1,000",75,15,2013,당산로45길 1,서울특별시 영등포구 당산로45길 1,서울특별시 영등포구 당산동5가 9-2,업무시설,업무시설(오피스텔)및근린생활시설,126.9004989,37.533224,서울특별시 영등포구 당산로45길 1,17700,6,21000,10,21700,8,19400,8,21300,유지,,
53671,당산역 한강포스빌,월세,27.82,"1,000",80,6,2005,양평로 67,서울특별시 영등포구 양평로 67,서울특별시 영등포구 당산동5가 33-1,업무시설,업무시설,126.8993198,37.534925,서울특별시 영등포구 양평로 67,18800,13,17200,9,20100,6,17200,5,16700,유지,,
53673,당산역 한강포스빌,월세,29.23,"6,000",53,10,2005,양평로 67,서울특별시 영등포구 양평로 67,서울특별시 영등포구 당산동5가 33-1,업무시설,업무시설,126.8993198,37.534925,서울특별시 영등포구 양평로 67,17800,8,17100,6,20000,8,18300,4,17500,유지,,
53679,당산역 한강포스빌,전세,30.43,"17,000",0,6,2005,양평로 67,서울특별시 영등포구 양평로 67,서울특별시 영등포구 당산동5가 33-1,업무시설,업무시설,126.8993198,37.534925,서울특별시 영등포구 양평로 67,17000,14,17200,5,17800,12,19600,15,18300,유지,,
53789,데시앙루브 오피스텔,월세,23.83,"1,000",74,4,2014,당산로 203,서울특별시 영등포구 당산로 203,서울특별시 영등포구 당산동5가 8,업무시설,업무시설 및 근린생활시설,126.8998779,37.5323622,서울특별시 영등포구 당산로 203,17400,14,22100,11,22600,3,19600,11,21800,유지,,
53796,데시앙루브 오피스텔,전세,24.97,"23,000",0,8,2014,당산로 203,서울특별시 영등포구 당산로 203,서울특별시 영등포구 당산동5가 8,업무시설,업무시설 및 근린생활시설,126.8998779,37.5323622,서울특별시 영등포구 당산로 203,23000,12,20300,11,24200,7,23900,7,23300,유지,,
53810,데시앙루브 오피스텔,전세,25.67,"21,000",0,15,2014,당산로 203,서울특별시 영등포구 당산로 203,서울특별시 영등포구 당산동5가 8,업무시설,업무시설 및 근린생활시설,126.8998779,37.5323622,서울특별시 영등포구 당산로 203,21000,4,18500,13,21500,11,23900,2,23300,유지,,
53818,데시앙루브 오피스텔,전세,28.24,"21,600",0,2,2014,당산로 203,서울특별시 영등포구 당산로 203,서울특별시 영등포구 당산동5가 8,업무시설,업무시설 및 근린생활시설,126.8998779,37.5323622,서울특별시 영등포구 당산로 203,21600,4,22600,4,22800,2,21800,12,21300,유지,,
53974,스타빌,월세,24.89,"1,000",68,8,2014,양평로12길 10-5,서울특별시 영등포구 양평로12길 10-5,서울특별시 영등포구 당산동6가 337-4,업무시설,업무시설(오피스텔),126.9014865,37.5353146,서울특별시 영등포구 양평로12길 10-5,16100,5,18500,8,18900,6,19600,6,18000,유지,,
54013,스타빌,월세,25.58,"1,000",73,10,2014,양평로12길 10-5,서울특별시 영등포구 양평로12길 10-5,서울특별시 영등포구 당산동6가 337-4,업무시설,업무시설(오피스텔),126.9014865,37.5353146,서울특별시 영등포구 양평로12길 10-5,17200,6,18500,8,19300,3,19600,4,19000,유지,,
54068,써미트빌,월세,36.19,"5,000",50,3,2003,당산로50길 18,서울특별시 영등포구 당산로50길 18,서울특별시 영등포구 당산동6가 237-5,업무시설,업무시설,126.9043137,37.5338722,서울특별시 영등포구 당산로50길 18,16100,4,16000,3,17400,3,17400,5,17700,유지,,
54069,씨엔에스파크,월세,17.86,"13,500",4,7,2013,양평로12가길 2,서울특별시 영등포구 양평로12가길 2,서울특별시 영등포구 당산동6가 346-2,업무시설," 오피스텔, 다세대주택, 근린생활시설 ",126.900784,37.536155,서울특별시 영등포구 양평로12가길 2,14400,3,14000,6,14600,7,14800,6,14400,유지,,
54072,씨엔에스파크,전세,19.01,"14,900",0,7,2013,양평로12가길 2,서울특별시 영등포구 양평로12가길 2,서울특별시 영등포구 당산동6가 346-2,업무시설," 오피스텔, 다세대주택, 근린생활시설 ",126.900784,37.536155,서울특별시 영등포구 양평로12가길 2,14900,7,15100,7,15900,6,15700,7,14400,유지,,
54073,위너스하임,전세,36.04,"31,000",0,5,2017,당산로50길 10,서울특별시 영등포구 당산로50길 10,서울특별시 영등포구 당산동6가 280-10,업무시설,업무시설(오피스텔),126.9037409,37.5343534,서울특별시 영등포구 당산로50길 10,31000,5,28000,3,26800,8,27300,3,27600,유지,,
54091,유탑 유블레스2차,월세,19.12,"13,000",10,2,2012,당산로49길 11-4,서울특별시 영등포구 당산로49길 11-4,서울특별시 영등포구 당산동6가 336-4,공동주택,공동주택,126.9013681,37.5356739,서울특별시 영등포구 당산로49길 11-4,15200,3,16000,2,16400,3,17500,2,16200,유지,,
54110,G밸리소홈,전세,20.21,"13,800",0,3,2018,도림천로19길 11,서울특별시 영등포구 도림천로19길 11,서울특별시 영등포구 대림동 1101-7,공동주택," 도시형생활주택(원룸형),업무시설(오피스텔),근린생활시설 ",126.9001424,37.4865919,서울특별시 영등포구 도림천로19길 11,13800,3,13500,4,14800,6,12700,3,15700,유지,,
54153,유탑유블레스,월세,18.89,"1,000",50,2,2012,도림천로19길 12,서울특별시 영등포구 도림천로19길 12,서울특별시 영등포구 대림동 1101-1,공동주택,공동주택(도시형생활주택),126.9004539,37.4869462,서울특별시 영등포구 도림천로19길 12,12100,2,13500,2,12200,2,11400,2,13200,유지,,
54160,한성메르디앙,월세,22.5,"13,000",3,4,2003,도영로 2-11,서울특별시 영등포구 도영로 2-11,서울특별시 영등포구 대림동 629-35,업무시설," 업무시설,근린생활시설 ",126.8945706,37.5063538,서울특별시 영등포구 도영로 2-11,13700,4,13300,5,13600,4,13500,5,14700,유지,,
54162,한성메르디앙,월세,22.75,"2,000",60,7,2003,도영로 2-11,서울특별시 영등포구 도영로 2-11,서울특별시 영등포구 대림동 629-35,업무시설," 업무시설,근린생활시설 ",126.8945706,37.5063538,서울특별시 영등포구 도영로 2-11,15300,6,12900,9,13100,6,12500,9,15400,유지,,
54166,한성메르디앙,전세,27.32,"16,000",0,8,2003,도영로 2-11,서울특별시 영등포구 도영로 2-11,서울특별시 영등포구 대림동 629-35,업무시설," 업무시설,근린생활시설 ",126.8945706,37.5063538,서울특별시 영등포구 도영로 2-11,16000,6,14300,5,12900,3,15200,8,15700,유지,,
54176,대우미래사랑,월세,29.38,"1,000",60,7,2004,도영로 80,서울특별시 영등포구 도영로 80,서울특별시 영등포구 도림동 819,업무시설,업무시설(오피스텔),126.9004672,37.5114907,서울특별시 영등포구 도영로 80,14300,6,14400,8,15400,17,16500,15,14200,유지,,
54211,대우미래사랑,월세,29.57,"1,000",60,13,2004,도영로 80,서울특별시 영등포구 도영로 80,서울특별시 영등포구 도림동 819,업무시설,업무시설(오피스텔),126.9004672,37.5114907,서울특별시 영등포구 도영로 80,14300,16,14800,8,16200,13,15600,17,15000,유지,,
54237,대우미래사랑,월세,35.05,"1,000",70,4,2004,도영로 80,서울특별시 영등포구 도영로 80,서울특별시 영등포구 도림동 819,업무시설,업무시설(오피스텔),126.9004672,37.5114907,서울특별시 영등포구 도영로 80,16600,13,17200,16,18000,13,18300,13,18800,유지,,
54240,도림동 하나 아파텔(2차),월세,30.87,"1,000",75,4,2003,도영로 16-1,서울특별시 영등포구 도영로 16-1,서울특별시 영등포구 도림동 265-8,업무시설,업무시설(오피스텔),126.896317,37.5075775,서울특별시 영등포구 도영로 16-1,17700,14,18900,11,19100,14,19300,4,18800,유지,,
54254,도림동 하나아파텔(1차),월세,30.24,"1,000",75,15,2003,도영로 16,서울특별시 영등포구 도영로 16,서울특별시 영등포구 도림동 265-1,업무시설," 업무시설,오피스텔 ",126.8960072,37.507881,서울특별시 영등포구 도영로 16,17700,12,16600,13,18000,8,18300,2,18300,유지,,
54258,도림동 하나아파텔(1차),월세,45.36,"2,000",100,8,2003,도영로 16,서울특별시 영등포구 도영로 16,서울특별시 영등포구 도림동 265-1,업무시설," 업무시설,오피스텔 ",126.8960072,37.507881,서울특별시 영등포구 도영로 16,24200,7,21500,2,24500,4,26500,11,25600,유지,,
54292,도림동 하나아파텔(1차),월세,48.32,"2,000",100,2,2003,도영로 16,서울특별시 영등포구 도영로 16,서울특별시 영등포구 도림동 265-1,업무시설," 업무시설,오피스텔 ",126.8960072,37.507881,서울특별시 영등포구 도영로 16,24200,11,23500,15,25000,12,27000,4,27400,유지,,
54300,도림동 하나아파텔(1차),전세,48.75,"25,000",0,8,2003,도영로 16,서울특별시 영등포구 도영로 16,서울특별시 영등포구 도림동 265-1,업무시설," 업무시설,오피스텔 ",126.8960072,37.507881,서울특별시 영등포구 도영로 16,25000,8,25300,15,24500,12,24900,13,25400,유지,,
54306,쌍용플래티넘시티1단지,전세,62.42,"36,000",0,13,2006,도영로7길 15,서울특별시 영등포구 도영로7길 15,서울특별시 영등포구 도림동 820,업무시설,업무시설(오피스텔),126.8943896,37.5094247,서울특별시 영등포구 도영로7길 15,36000,13,38800,9,36900,13,39300,5,35500,유지,,
54330,쌍용플래티넘시티1단지,월세,62.88,"2,000",117,3,2006,도영로7길 15,서울특별시 영등포구 도영로7길 15,서울특별시 영등포구 도림동 820,업무시설,업무시설(오피스텔),126.8943896,37.5094247,서울특별시 영등포구 도영로7길 15,28000,2,34500,11,36900,9,36500,11,36200,유지,,
54375,쌍용플래티넘시티1단지,월세,86.54,"5,000",170,6,2006,도영로7길 15,서울특별시 영등포구 도영로7길 15,서울특별시 영등포구 도림동 820,업무시설,업무시설(오피스텔),126.8943896,37.5094247,서울특별시 영등포구 도영로7길 15,42800,12,39900,13,41200,4,39800,15,42600,유지,,
54404,쌍용플래티넘시티1단지,월세,87.22,"3,000",147,12,2006,도영로7길 15,서울특별시 영등포구 도영로7길 15,서울특별시 영등포구 도림동 820,업무시설,업무시설(오피스텔),126.8943896,37.5094247,서울특별시 영등포구 도영로7길 15,35700,11,40900,2,43400,14,46900,3,40600,유지,,
54421,쌍용플래티넘시티1단지,전세,93.57,"46,000",0,13,2006,도영로7길 15,서울특별시 영등포구 도영로7길 15,서울특별시 영등포구 도림동 820,업무시설,업무시설(오피스텔),126.8943896,37.5094247,서울특별시 영등포구 도영로7길 15,46000,13,43100,15,48800,5,52000,4,43600,유지,,
54433,쌍용플래티넘시티2단지,전세,47.92,"30,000",0,2,2006,도영로 15,서울특별시 영등포구 도영로 15,서울특별시 영등포구 도림동 269-1,업무시설,업무시설(오피스텔),126.8948768,37.5086003,서울특별시 영등포구 도영로 15,30000,2,30200,2,31900,2,34300,2,28900,유지,,
54434,쌍용플래티넘시티2단지,월세,62.34,"10,000",85,6,2006,도영로 15,서울특별시 영등포구 도영로 15,서울특별시 영등포구 도림동 269-1,업무시설,업무시설(오피스텔),126.8948768,37.5086003,서울특별시 영등포구 도영로 15,28900,13,37700,10,38500,7,37500,10,37800,유지,,
54456,쌍용플래티넘시티2단지,전세,87.36,"50,100",0,5,2006,도영로 15,서울특별시 영등포구 도영로 15,서울특별시 영등포구 도림동 269-1,업무시설,업무시설(오피스텔),126.8948768,37.5086003,서울특별시 영등포구 도영로 15,50100,5,37700,2,45600,12,43000,3,42600,유지,,
54471,쌍용플래티넘시티2단지,전세,96.7,"50,000",0,9,2006,도영로 15,서울특별시 영등포구 도영로 15,서울특별시 영등포구 도림동 269-1,업무시설,업무시설(오피스텔),126.8948768,37.5086003,서울특별시 영등포구 도영로 15,50000,4,47400,9,46100,10,62600,6,58800,유지,,
54476,에스제이팰리스,월세,34.44,"7,000",75,5,2019,도영로 65,서울특별시 영등포구 도영로 65,서울특별시 영등포구 도림동 195-5,업무시설,업무시설 및 공동주택,126.8988854,37.5113678,서울특별시 영등포구 도영로 65,23700,9,24500,6,25400,8,26500,5,24800,유지,,
54478,에스제이팰리스,월세,36.6,"3,000",100,4,2019,도영로 65,서울특별시 영등포구 도영로 65,서울특별시 영등포구 도림동 195-5,업무시설,업무시설 및 공동주택,126.8988854,37.5113678,서울특별시 영등포구 도영로 65,25200,7,24400,3,23700,3,25900,9,25600,유지,,
54481,에스제이팰리스,월세,37.81,"5,000",90,8,2019,도영로 65,서울특별시 영등포구 도영로 65,서울특별시 영등포구 도림동 195-5,업무시설,업무시설 및 공동주택,126.8988854,37.5113678,서울특별시 영등포구 도영로 65,25000,3,24000,4,23500,5,25700,7,25400,유지,,
