NO,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),층_2023,건축년도,도로명,도로명 주소,대지위치,동_주용도,동_세부용도,X,Y,표준신주소,최종 집값(만원)_2023,층_2019,최종 집값(만원)_2019,층_2020,최종 집값(만원)_2020,층_2021,최종 집값(만원)_2021,층_2022,최종 집값(만원)_2022,id,,
36757,상암 한화 오벨리스크,월세,19.93,"1,000",57,9,2013,구룡길 19,서울특별시 마포구 구룡길 19,서울특별시 마포구 상암동 1734,업무시설," 업무시설(오피스텔,사무소) ",126.8833344,37.5871067,서울특별시 마포구 구룡길 19,13700,10,12500,3,13600,5,15100,4,14400,유지,,
36923,상암 한화 오벨리스크,월세,20.59,500,62,6,2013,구룡길 19,서울특별시 마포구 구룡길 19,서울특별시 마포구 상암동 1734,업무시설," 업무시설(오피스텔,사무소) ",126.8833344,37.5871067,서울특별시 마포구 구룡길 19,14300,6,13700,6,14600,6,13500,6,14400,유지,,
36924,상암 한화 오벨리스크,월세,24.22,"5,000",45,9,2013,구룡길 19,서울특별시 마포구 구룡길 19,서울특별시 마포구 상암동 1734,업무시설," 업무시설(오피스텔,사무소) ",126.8833344,37.5871067,서울특별시 마포구 구룡길 19,15000,8,15100,8,16200,3,14000,6,13700,유지,,
36983,상암 한화 오벨리스크,월세,39.76,"2,000",110,8,2013,구룡길 19,서울특별시 마포구 구룡길 19,서울특별시 마포구 상암동 1734,업무시설," 업무시설(오피스텔,사무소) ",126.8833344,37.5871067,서울특별시 마포구 구룡길 19,26400,8,28400,9,27100,10,29100,8,30200,유지,,
36990,"상암DMC푸르지오시티, S-City",월세,17.68,500,70,18,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,16100,11,15300,5,16300,6,16600,15,16200,유지,,
37005,"상암DMC푸르지오시티, S-City",월세,18.24,"1,000",70,18,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,16600,15,15800,13,13700,11,15400,16,17200,유지,,
37037,"상암DMC푸르지오시티, S-City",월세,18.33,"1,000",70,6,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,16600,7,14800,3,16100,13,14500,6,17700,유지,,
37055,"상암DMC푸르지오시티, S-City",월세,18.4,"1,000",63,6,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,15000,14,17200,15,15900,12,15500,5,15000,유지,,
37071,"상암DMC푸르지오시티, S-City",전세,18.69,"16,052",0,14,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,16052,13,17200,14,15900,16,18300,7,14500,유지,,
37082,"상암DMC푸르지오시티, S-City",월세,18.81,"1,000",77,8,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,18100,4,16100,3,17800,18,17500,9,18000,유지,,
37108,"상암DMC푸르지오시티, S-City",월세,18.96,"4,000",59,13,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,17100,14,15600,7,15200,6,18300,10,18800,유지,,
37142,"상암DMC푸르지오시티, S-City",전세,19.76,"18,000",0,8,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,18000,13,16200,4,17100,11,19400,14,18300,유지,,
37155,"상암DMC푸르지오시티, S-City",전세,20.06,"18,500",0,17,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,18500,4,15800,15,17800,18,17200,15,17500,유지,,
37181,"상암DMC푸르지오시티, S-City",월세,20.32,"1,000",72,16,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,17000,15,16300,16,17500,9,18600,7,18500,유지,,
37261,"상암DMC푸르지오시티, S-City",전세,20.48,"18,480",0,13,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,18480,4,14800,11,18400,8,19600,12,19300,유지,,
37285,"상암DMC푸르지오시티, S-City",전세,24.6,"22,000",0,10,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,22000,17,22600,10,19800,13,19600,17,23400,유지,,
37302,"상암DMC푸르지오시티, S-City",월세,33.83,"2,000",110,6,2017,월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,업무시설," 업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설 ",126.8885494,37.5813263,서울특별시 마포구 월드컵북로54길 25,26400,7,43300,8,31500,16,30200,6,27900,유지,,
37349,동양한강트레벨,전세,29.09,"20,000",0,11,2004,양화로 56,서울특별시 마포구 양화로 56,서울특별시 마포구 서교동 394-25,업무시설," 업무시설(오피스텔),근린생활시설,판매및영업시설 ",126.9151036,37.549776,서울특별시 마포구 양화로 56,20000,9,21000,13,20600,11,19800,13,16200,유지,,
37365,명지한강빌드웰,월세,24.73,"8,000",40,7,2005,양화로 58,서울특별시 마포구 양화로 58,서울특별시 마포구 서교동 394-45,업무시설,판매및영업시설/업무시설(오피스텔),126.915439,37.5500584,서울특별시 마포구 양화로 58,16900,14,18200,8,18400,4,17000,8,17000,유지,,
37367,명지한강빌드웰,월세,27.46,"1,000",73,8,2005,양화로 58,서울특별시 마포구 양화로 58,서울특별시 마포구 서교동 394-45,업무시설,판매및영업시설/업무시설(오피스텔),126.915439,37.5500584,서울특별시 마포구 양화로 58,17200,12,18200,7,19300,4,18300,4,17500,유지,,
37379,서교동 오피스텔,전세,26.96,"14,595",0,2,2002,잔다리로 104-1,서울특별시 마포구 잔다리로 104-1,서울특별시 마포구 서교동 458-14,업무시설,업무시설(오피스텔),126.9147456,37.5565124,서울특별시 마포구 잔다리로 104-1,14595,5,14200,7,16700,5,14400,6,18800,유지,,
37382,에덴 팰리스 오피스텔,월세,19.8,"11,000",20,2,2003,잔다리로 108,서울특별시 마포구 잔다리로 108,서울특별시 마포구 서교동 458-11,업무시설," 업무시설(오피스텔),제1종근린생활시설 ",126.9145729,37.556718,서울특별시 마포구 잔다리로 108,15400,2,14500,7,15400,4,16900,4,17000,유지,,
37391,엘리트오피스텔,월세,29.75,"1,000",60,8,2003,잔다리로 102,서울특별시 마포구 잔다리로 102,서울특별시 마포구 서교동 458-16,업무시설,업무시설(오피스텔),126.9149414,37.5562799,서울특별시 마포구 잔다리로 102,14300,6,14800,6,16200,4,15600,3,15000,유지,,
37394,엠제이 더퍼스트 마포한강,월세,15.56,"1,000",95,15,2019,양화로7길 3,서울특별시 마포구 양화로7길 3,서울특별시 마포구 서교동 393-1,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9151991,37.5509932,서울특별시 마포구 양화로7길 3,22100,9,23200,6,23200,5,22300,10,26100,유지,,
37412,엠제이 더퍼스트 마포한강,전세,16.12,"24,500",0,13,2019,양화로7길 3,서울특별시 마포구 양화로7길 3,서울특별시 마포구 서교동 393-1,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9151991,37.5509932,서울특별시 마포구 양화로7길 3,24500,15,26900,14,27100,13,25100,13,24800,유지,,
37413,엠제이 더퍼스트 마포한강,월세,18.86,"1,000",126,14,2019,양화로7길 3,서울특별시 마포구 양화로7길 3,서울특별시 마포구 서교동 393-1,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9151991,37.5509932,서울특별시 마포구 양화로7길 3,29000,16,28600,10,29300,17,30700,6,26600,유지,,
37422,엠제이더퍼스트홍대,월세,20.49,"1,000",107,13,2018,양화로 114,서울특별시 마포구 양화로 114,서울특별시 마포구 서교동 371-7,업무시설," 근린생활시설,업무시설,도시형생활주택(원룸형아파트),오피스텔 ",126.9199265,37.5535685,서울특별시 마포구 양화로 114,24800,14,28000,11,27300,15,28900,14,26100,유지,,
37423,현주 오피스텔,월세,23.8,"2,000",43,2,2003,잔다리로 106,서울특별시 마포구 잔다리로 106,서울특별시 마포구 서교동 458-10,업무시설,업무시설(오피스텔)및근린생활시설,126.9146762,37.5566199,서울특별시 마포구 잔다리로 106,11600,2,13300,2,12800,2,13000,2,12900,유지,,
37600,골든빌오피스텔,월세,25.9,"1,000",50,3,2003,월드컵북로12안길 84,서울특별시 마포구 월드컵북로12안길 84,서울특별시 마포구 성산동 50-10,업무시설,오피스텔,126.9130334,37.5652997,서울특별시 마포구 월드컵북로12안길 84,12100,2,10800,5,11500,4,13800,6,12400,유지,,
37586,골든빌오피스텔,월세,23.54,"1,000",45,3,2004,월드컵북로12안길 89,서울특별시 마포구 월드컵북로12안길 89,서울특별시 마포구 성산동 51-2,업무시설,오피스텔,126.9125943,37.5651425,서울특별시 마포구 월드컵북로12안길 89,11000,5,12300,4,10900,7,13000,5,12400,유지,,
37596,골든빌오피스텔,전세,24.05,"10,000",0,7,2004,월드컵북로12안길 89,서울특별시 마포구 월드컵북로12안길 89,서울특별시 마포구 성산동 51-2,업무시설,오피스텔,126.9125943,37.5651425,서울특별시 마포구 월드컵북로12안길 89,10000,6,10800,8,9800,3,10000,4,12400,유지,,
37604,그린 오피스텔,월세,20.9,"1,000",60,2,2002,성미산로 14,서울특별시 마포구 성미산로 14,서울특별시 마포구 성산동 648-8,업무시설,업무시설,126.9098332,37.558098,서울특별시 마포구 성미산로 14,14300,2,13000,4,12800,5,9400,4,12400,유지,,
37685,동호 오피스텔,월세,20.16,"11,000",15,3,2003,성산로2길 15,서울특별시 마포구 성산로2길 15,서울특별시 마포구 성산동 277-4,업무시설," 업무시설,제2종근린생활시설 ",126.9066635,37.563556,서울특별시 마포구 성산로2길 15,14300,6,10800,3,12200,3,12200,5,13400,유지,,
37996,삼라마이다스,전세,66.51,"35,500",0,8,2006,월드컵로36길 18,서울특별시 마포구 월드컵로36길 18,서울특별시 마포구 성산동 590-2,업무시설,업무시설(오피스텔),126.9034095,37.5662469,서울특별시 마포구 월드컵로36길 18,35500,10,26900,8,30800,8,32800,3,41600,유지,,
38001,삼라마이다스,월세,80.66,"3,000",150,8,2006,월드컵로36길 18,서울특별시 마포구 월드컵로36길 18,서울특별시 마포구 성산동 590-2,업무시설,업무시설(오피스텔),126.9034095,37.5662469,서울특별시 마포구 월드컵로36길 18,36300,10,36600,6,35300,3,37700,3,37300,유지,,
38006,상암 도시엔 오피스텔,월세,18.83,"1,000",60,9,2017,월드컵로34길 10,서울특별시 마포구 월드컵로34길 10,서울특별시 마포구 성산동 592-3,업무시설," 오피스텔,근린생활시설 ",126.9033402,37.5647956,서울특별시 마포구 월드컵로34길 10,14300,3,14500,11,16500,11,17000,9,15000,유지,,
38067,상암 두산위브센티움,월세,23.07,"2,000",60,14,2013,월드컵로36길 14,서울특별시 마포구 월드컵로36길 14,서울특별시 마포구 성산동 590-1,업무시설," 업무시설(오피스텔),제1,2종근린생활시설,자동차관련시설(매매장) ",126.903063,37.5659464,서울특별시 마포구 월드컵로36길 14,15300,13,16000,3,16300,14,15800,15,15200,유지,,
38083,상암 두산위브센티움,월세,23.24,"15,000",10,11,2013,월드컵로36길 14,서울특별시 마포구 월드컵로36길 14,서울특별시 마포구 성산동 590-1,업무시설," 업무시설(오피스텔),제1,2종근린생활시설,자동차관련시설(매매장) ",126.903063,37.5659464,서울특별시 마포구 월드컵로36길 14,17200,9,16700,11,16400,8,17500,5,15000,유지,,
38112,상암 두산위브센티움,월세,23.69,"1,000",70,12,2013,월드컵로36길 14,서울특별시 마포구 월드컵로36길 14,서울특별시 마포구 성산동 590-1,업무시설," 업무시설(오피스텔),제1,2종근린생활시설,자동차관련시설(매매장) ",126.903063,37.5659464,서울특별시 마포구 월드컵로36길 14,16600,5,17800,11,18300,8,17200,5,16700,유지,,
38117,상암 두산위브센티움,월세,24.28,"1,000",65,6,2013,월드컵로36길 14,서울특별시 마포구 월드컵로36길 14,서울특별시 마포구 성산동 590-1,업무시설," 업무시설(오피스텔),제1,2종근린생활시설,자동차관련시설(매매장) ",126.903063,37.5659464,서울특별시 마포구 월드컵로36길 14,15400,8,15500,6,16700,14,16600,6,17000,유지,,
38124,상암 두산위브센티움,월세,24.49,"1,000",63,12,2013,월드컵로36길 14,서울특별시 마포구 월드컵로36길 14,서울특별시 마포구 성산동 590-1,업무시설," 업무시설(오피스텔),제1,2종근린생활시설,자동차관련시설(매매장) ",126.903063,37.5659464,서울특별시 마포구 월드컵로36길 14,15000,11,16200,12,16700,5,17800,14,16700,유지,,
38134,상암 두산위브센티움,전세,28.36,"17,500",0,3,2013,월드컵로36길 14,서울특별시 마포구 월드컵로36길 14,서울특별시 마포구 성산동 590-1,업무시설," 업무시설(오피스텔),제1,2종근린생활시설,자동차관련시설(매매장) ",126.903063,37.5659464,서울특별시 마포구 월드컵로36길 14,17500,4,19700,12,18400,3,20800,12,18300,유지,,
38149,상암 수린나 오피스텔,월세,17.55,"1,000",63,9,2018,월드컵로34길 18,서울특별시 마포구 월드컵로34길 18,서울특별시 마포구 성산동 593-2,업무시설,업무시설(오피스텔) 근린생활시설,126.9042042,37.5653172,서울특별시 마포구 월드컵로34길 18,15000,8,16000,8,17500,7,17000,11,17500,유지,,
38205,상암 스위트포레,월세,18.55,"3,000",48,11,2016,월드컵로34길 7,서울특별시 마포구 월드컵로34길 7,서울특별시 마포구 성산동 591-5,업무시설," 오피스텔,근린생활시설,자동차관련시설 ",126.9030533,37.5650633,서울특별시 마포구 월드컵로34길 7,13700,8,14300,13,15400,7,14700,5,15000,유지,,
38331,상암 우남퍼스트빌스타,월세,16.69,"1,000",68,8,2017,모래내로 5,서울특별시 마포구 모래내로 5,서울특별시 마포구 성산동 592-5,업무시설,오피스텔 및 근린생활시설,126.9037343,37.5641685,서울특별시 마포구 모래내로 5,16100,5,13800,15,15400,14,14900,9,14200,유지,,
38350,상암 우남퍼스트빌스타,전세,16.79,"15,700",0,6,2017,모래내로 5,서울특별시 마포구 모래내로 5,서울특별시 마포구 성산동 592-5,업무시설,오피스텔 및 근린생활시설,126.9037343,37.5641685,서울특별시 마포구 모래내로 5,15700,7,15200,14,14900,14,15000,16,17500,유지,,
38399,상암 우남퍼스트빌스타,전세,16.86,"15,800",0,11,2017,모래내로 5,서울특별시 마포구 모래내로 5,서울특별시 마포구 성산동 592-5,업무시설,오피스텔 및 근린생활시설,126.9037343,37.5641685,서울특별시 마포구 모래내로 5,15800,5,16200,12,15000,10,14600,14,15700,유지,,
38418,상암 우남퍼스트빌스타,월세,16.91,"1,000",63,7,2017,모래내로 5,서울특별시 마포구 모래내로 5,서울특별시 마포구 성산동 592-5,업무시설,오피스텔 및 근린생활시설,126.9037343,37.5641685,서울특별시 마포구 모래내로 5,15000,11,16000,17,16800,8,15100,18,17500,유지,,
38509,상암 우남퍼스트빌스타,월세,23.09,"1,000",80,11,2017,모래내로 5,서울특별시 마포구 모래내로 5,서울특별시 마포구 성산동 592-5,업무시설,오피스텔 및 근린생활시설,126.9037343,37.5641685,서울특별시 마포구 모래내로 5,18800,18,20600,18,21500,11,21800,8,23100,유지,,
38515,상암 카리스 다올림 오피스텔,월세,17.48,500,71,9,2018,모래내로3길 7,서울특별시 마포구 모래내로3길 7,서울특별시 마포구 성산동 593-11,업무시설," 오피스텔,근린생활시설 ",126.9049117,37.5649273,서울특별시 마포구 모래내로3길 7,16300,11,17200,10,17500,7,16100,5,16700,유지,,
38540,상암 카리스 다올림 오피스텔,월세,18.92,"1,000",85,12,2018,모래내로3길 7,서울특별시 마포구 모래내로3길 7,서울특별시 마포구 성산동 593-11,업무시설," 오피스텔,근린생활시설 ",126.9049117,37.5649273,서울특별시 마포구 모래내로3길 7,19900,5,18000,12,20600,6,19600,9,19200,유지,,
38559,상암 카리스 다올림 오피스텔,전세,21.96,"20,700",0,6,2018,모래내로3길 7,서울특별시 마포구 모래내로3길 7,서울특별시 마포구 성산동 593-11,업무시설," 오피스텔,근린생활시설 ",126.9049117,37.5649273,서울특별시 마포구 모래내로3길 7,20700,3,17800,3,17000,10,21700,9,19800,유지,,
38572,상암 카리스 다올림 오피스텔,전세,29.99,"26,000",0,13,2018,모래내로3길 7,서울특별시 마포구 모래내로3길 7,서울특별시 마포구 성산동 593-11,업무시설," 오피스텔,근린생활시설 ",126.9049117,37.5649273,서울특별시 마포구 모래내로3길 7,26000,13,29000,13,28200,13,22300,13,27700,유지,,
38573,상암 퍼스티지 더올림 오피스텔,전세,17.14,"17,000",0,8,2018,모래내로1길 17,서울특별시 마포구 모래내로1길 17,서울특별시 마포구 성산동 591-6,업무시설,오피스텔 근린생활시설,126.9028804,37.5652779,서울특별시 마포구 모래내로1길 17,17000,5,16700,9,18000,5,17700,9,16700,유지,,
38629,상암 퍼스티지 더올림 오피스텔,월세,17.3,"1,000",67,11,2018,모래내로1길 17,서울특별시 마포구 모래내로1길 17,서울특별시 마포구 성산동 591-6,업무시설,오피스텔 근린생활시설,126.9028804,37.5652779,서울특별시 마포구 모래내로1길 17,15900,6,16700,7,17400,12,18300,4,17000,유지,,
38657,상암미르웰한올림,월세,16.36,"1,000",67,11,2018,모래내로3길 11,서울특별시 마포구 모래내로3길 11,서울특별시 마포구 성산동 593-5,업무시설,오피스텔 및 근린생활시설,126.9045932,37.5650325,서울특별시 마포구 모래내로3길 11,15900,11,17200,6,16700,11,17000,3,17000,유지,,
38916,상암월드시티,전세,16.52,"11,000",0,5,2014,월드컵로34길 13,서울특별시 마포구 월드컵로34길 13,서울특별시 마포구 성산동 590-5,업무시설," 업무시설,제1.2종근린생활시설,자동차관련시설 ",126.9035348,37.5654191,서울특별시 마포구 월드컵로34길 13,11000,10,13500,3,13600,4,11400,9,15000,유지,,
38968,상암월드시티,전세,19.81,"14,200",0,3,2014,월드컵로34길 13,서울특별시 마포구 월드컵로34길 13,서울특별시 마포구 성산동 590-5,업무시설," 업무시설,제1.2종근린생활시설,자동차관련시설 ",126.9035348,37.5654191,서울특별시 마포구 월드컵로34길 13,14200,4,14800,7,15700,10,16400,12,16200,유지,,
39069,상암월드시티,월세,29.68,"2,000",76,8,2014,월드컵로34길 13,서울특별시 마포구 월드컵로34길 13,서울특별시 마포구 성산동 590-5,업무시설," 업무시설,제1.2종근린생활시설,자동차관련시설 ",126.9035348,37.5654191,서울특별시 마포구 월드컵로34길 13,18900,13,21000,14,23200,9,22900,8,20500,유지,,
39081,이안상암,월세,60.62,"3,000",110,9,2005,월드컵로 204,서울특별시 마포구 월드컵로 204,서울특별시 마포구 성산동 591-1,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9021317,37.5653881,서울특별시 마포구 월드컵로 204,27400,6,27800,11,32600,7,31300,3,33000,유지,,
39089,이안상암,전세,76.04,"50,010",0,13,2005,월드컵로 204,서울특별시 마포구 월드컵로 204,서울특별시 마포구 성산동 591-1,업무시설," 업무시설(오피스텔),근린생활시설 ",126.9021317,37.5653881,서울특별시 마포구 월드컵로 204,50010,11,37700,5,40400,11,37700,4,36200,유지,,
39092,이안상암Ⅱ,월세,60.46,"3,000",130,15,2005,월드컵로 190,서울특별시 마포구 월드컵로 190,서울특별시 마포구 성산동 592-6,업무시설," 업무시설(오피스텔),근린생활시설 ",126.90327,37.5641823,서울특별시 마포구 월드컵로 190,31900,7,31700,11,29300,3,37000,9,33500,유지,,
39097,이안상암Ⅱ,월세,75.69,"5,000",160,11,2005,월드컵로 190,서울특별시 마포구 월드컵로 190,서울특별시 마포구 성산동 592-6,업무시설," 업무시설(오피스텔),근린생활시설 ",126.90327,37.5641823,서울특별시 마포구 월드컵로 190,40600,13,38300,9,39100,8,46800,9,48200,유지,,
39102,이안상암Ⅱ,전세,79.4,"42,000",0,11,2005,월드컵로 190,서울특별시 마포구 월드컵로 190,서울특별시 마포구 성산동 592-6,업무시설," 업무시설(오피스텔),근린생활시설 ",126.90327,37.5641823,서울특별시 마포구 월드컵로 190,42000,8,38800,13,42300,12,62400,13,41100,유지,,
39171,태림센트윈상암,월세,18.94,"1,000",92,2,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,21400,13,23200,2,21900,8,23100,12,24300,유지,,
39181,태림센트윈상암,월세,19.09,"1,000",93,8,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,21700,3,20500,5,22700,5,23100,14,21300,유지,,
39188,태림센트윈상암,월세,19.12,"3,000",75,8,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,19700,12,21500,5,22900,4,20500,8,21300,유지,,
39190,태림센트윈상암,월세,19.17,"2,000",83,12,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,20400,5,21500,2,21000,12,23300,12,23100,유지,,
39199,태림센트윈상암,전세,27.32,"29,000",0,13,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,29000,5,25700,13,30400,13,30200,7,27900,유지,,
39206,태림센트윈상암,전세,27.51,"29,000",0,12,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,29000,2,29100,2,28900,5,28100,14,30900,유지,,
39218,태림센트윈상암,전세,29.97,"29,000",0,10,2019,모래내로3길 3,서울특별시 마포구 모래내로3길 3,서울특별시 마포구 성산동 593-10,업무시설," 업무시설(오피스텔), 근린생활시설 ",126.9053914,37.5646344,서울특별시 마포구 모래내로3길 3,29000,12,32300,9,32000,3,30600,6,30300,유지,,
39224,현일오피스텔,월세,20.19,"7,000",10,4,2002,성미산로 87,서울특별시 마포구 성미산로 87,서울특별시 마포구 성산동 210-26,업무시설," 업무시설,창고시설, 제1종근린생활시설 ",126.9171362,37.5610305,서울특별시 마포구 성미산로 87,9200,3,7500,4,11300,2,8300,2,9600,유지,,
39228,현일오피스텔,월세,22.2,"7,000",12,2,2002,성미산로 87,서울특별시 마포구 성미산로 87,서울특별시 마포구 성산동 210-26,업무시설," 업무시설,창고시설, 제1종근린생활시설 ",126.9171362,37.5610305,서울특별시 마포구 성미산로 87,9700,3,10400,3,10500,2,9900,3,10900,유지,,
39240,갑을명가시티1,전세,19.73,"15,000",0,10,2016,만리재로 69,서울특별시 마포구 만리재로 69,서울특별시 마포구 신공덕동 5-75,업무시설,업무시설(오피스텔),126.9575547,37.547248,서울특별시 마포구 만리재로 69,15000,13,15300,18,16700,6,17000,12,16200,유지,,
39280,갑을명가시티2,전세,16.76,"13,000",0,17,2016,만리재로 67,서울특별시 마포구 만리재로 67,서울특별시 마포구 신공덕동 1-48,업무시설,업무시설(오피스텔),126.9573652,37.5470391,서울특별시 마포구 만리재로 67,13000,13,14300,2,13700,10,13800,11,15000,유지,,
39371,메트로디오빌,월세,26.74,"5,000",60,5,2005,백범로 199,서울특별시 마포구 백범로 199,서울특별시 마포구 신공덕동 167,업무시설," 공동주택(아파트)외 업무시설, 제1,2종근린생활시설 ",126.9528779,37.5434223,서울특별시 마포구 백범로 199,18300,9,19600,15,25500,6,20700,8,20300,유지,,
39379,메트로디오빌,전세,37.36,"24,900",0,4,2005,백범로 199,서울특별시 마포구 백범로 199,서울특별시 마포구 신공덕동 167,업무시설," 공동주택(아파트)외 업무시설, 제1,2종근린생활시설 ",126.9528779,37.5434223,서울특별시 마포구 백범로 199,24900,5,21900,11,21800,11,22500,4,25400,유지,,
39380,메트로디오빌,월세,39.11,"1,000",110,4,2005,백범로 199,서울특별시 마포구 백범로 199,서울특별시 마포구 신공덕동 167,업무시설," 공동주택(아파트)외 업무시설, 제1,2종근린생활시설 ",126.9528779,37.5434223,서울특별시 마포구 백범로 199,25400,8,25900,8,32600,4,27600,3,29400,유지,,
39381,메트로디오빌,월세,40.3,"3,000",110,17,2005,백범로 199,서울특별시 마포구 백범로 199,서울특별시 마포구 신공덕동 167,업무시설," 공동주택(아파트)외 업무시설, 제1,2종근린생활시설 ",126.9528779,37.5434223,서울특별시 마포구 백범로 199,27400,15,26900,5,29500,17,26300,15,29400,유지,,
39460,신공덕동 THE NEST 오피스텔,월세,15.89,"1,000",55,15,2012,만리재로 41,서울특별시 마포구 만리재로 41,서울특별시 마포구 신공덕동 14-5,업무시설," 오피스텔,제2종근린생활시설 ",126.9553071,37.545309,서울특별시 마포구 만리재로 41,13200,5,14400,16,15200,9,14300,11,13700,유지,,
39472,신공덕동 THE NEST 오피스텔,월세,16.93,"3,000",45,6,2012,만리재로 41,서울특별시 마포구 만리재로 41,서울특별시 마포구 신공덕동 14-5,업무시설," 오피스텔,제2종근린생활시설 ",126.9553071,37.545309,서울특별시 마포구 만리재로 41,13000,11,13500,15,13600,11,14300,3,13700,유지,,
39488,신공덕동 THE NEST 오피스텔,월세,29.99,"3,000",77,15,2012,만리재로 41,서울특별시 마포구 만리재로 41,서울특별시 마포구 신공덕동 14-5,업무시설," 오피스텔,제2종근린생활시설 ",126.9553071,37.545309,서울특별시 마포구 만리재로 41,20100,11,18300,8,21900,14,19800,16,22300,유지,,
